start_maths,student_id,class_id,N_in_class,Ability,Inattentiveness,hyper_impulsive,Deprivation,end_maths
31,3720,1681,12,2.307,1,1,3,56
22,14980,1681,12,0.56047,1,1,1,42
21,9872,1681,12,0.9849,2,1,3,42
8,36942,1681,12,-1.07227,1,2,4,31
27,35366,1681,12,1.19153,1,1,3,49
23,10178,1681,12,0.09658,1,1,1,36
17,872,1681,12,-0.44227,1,1,3,45
25,9062,1681,12,0.46752,1,1,3,42
17,20861,1681,12,-0.5231,1,1,2,44
19,22544,1681,12,-0.02106,1,1,1,38
20,23508,1681,12,0.68535,1,1,2,46
7,47433,996,12,-1.26585,4,5,5,28
12,26215,996,12,-0.82351,4,3,5,26
25,6824,996,12,0.87438,1,1,5,47
24,26724,996,12,1.62754,1,1,5,43
23,36157,996,12,0.74594,2,1,5,39
19,41844,996,12,0.0149,1,2,5,38
26,37508,996,12,0.33236,1,1,5,39
8,27612,996,12,-1.48184,5,5,5,24
24,31118,996,12,-0.20293,3,1,5,31
20,11939,996,12,0.2839,1,2,5,44
28,17292,996,12,0.94037,4,3,5,43
23,5707,996,12,0.54211,4,3,3,25
22,24433,2181,12,0.01438,5,1,3,48
6,19066,2181,12,-1.63812,5,1,5,26
7,41000,2181,12,-1.3521,5,1,5,24
7,39295,2181,12,-1.56133,2,1,5,36
22,2170,2181,12,0.16173,1,1,5,46
15,45431,2181,12,-0.51502,4,1,5,46
12,7155,2181,12,-1.25822,5,3,5,42
24,29779,2181,12,0.24879,2,1,5,45
24,20650,2181,12,0.27934,1,3,1,50
28,8150,2181,12,0.7733,1,3,1,48
19,8811,2181,12,-0.21057,2,3,5,51
25,29081,2181,12,-0.00045,1,1,1,48
16,27108,2548,12,-0.76155,2,1,5,47
29,12964,2548,12,1.20938,1,1,5,53
18,13344,2548,12,-0.72477,4,1,5,39
30,8309,2548,12,0.60356,1,1,2,57
40,13660,2548,12,1.94267,1,1,2,60
3,46502,2548,12,-1.97446,3,1,5,20
41,11366,2548,12,0.89944,1,1,1,55
34,32323,2548,12,1.54034,1,1,1,55
9,32981,2548,12,-1.54427,2,1,3,20
9,31161,2548,12,-1.76163,3,1,5,38
20,33011,2548,12,-1.05888,2,1,1,39
40,3572,2548,12,1.70559,1,1,2,24
32,34221,932,12,1.03018,1,1,5,38
27,19479,932,12,0.3786,1,1,1,39
26,28096,932,12,0.46347,1,1,1,41
32,25960,932,12,1.32836,1,1,2,45
25,17876,932,12,0.54835,1,1,5,30
34,47223,932,12,1.40652,1,1,4,50
25,27736,932,12,0.00496,2,1,5,37
28,22557,932,12,0.50567,1,1,2,33
14,23192,932,12,-0.37175,3,1,5,29
27,42115,932,12,0.77734,1,1,1,39
15,32404,932,12,-0.46204,1,1,5,20
27,3471,932,12,0.75761,1,1,5,38
27,3941,288,12,1.36751,2,1,3,35
5,14284,288,12,-1.54513,5,3,1,19
26,41821,288,12,1.28531,5,1,3,32
27,43071,288,12,1.00822,4,2,3,39
27,32163,288,12,0.84386,1,1,2,36
22,19122,288,12,1.31771,1,1,3,29
24,31228,288,12,-0.50112,2,2,1,28
20,9169,288,12,0.45639,3,1,3,30
22,6731,288,12,0.8192,3,1,3,25
16,10989,288,12,-0.32956,5,1,3,17
31,12333,288,12,2.08694,1,1,3,35
25,12693,288,12,1.11067,5,1,3,32
13,30409,2325,12,-0.55451,1,2,3,43
35,19206,2325,12,0.71716,1,3,3,50
32,11745,2325,12,0.56763,1,1,3,42
22,41257,2325,12,-0.06103,1,4,3,53
31,1189,2325,12,0.73604,1,1,3,49
12,1783,2325,12,-1.3112,5,1,3,35
31,32287,2325,12,0.62195,1,1,3,58
20,20594,2325,12,-0.13378,1,1,3,41
7,47797,2325,12,-1.44724,2,1,3,39
24,12468,2325,12,0.16526,1,1,3,43
9,22872,2325,12,-1.84787,2,1,2,32
28,38592,2325,12,-0.44998,4,1,4,41
17,34815,2144,12,-0.80156,1,1,5,39
29,34283,2144,12,0.57705,1,1,4,56
12,22988,2144,12,-1.28606,1,1,4,38
25,10824,2144,12,-0.05343,1,1,5,40
29,5285,2144,12,0.51245,1,1,2,57
24,39927,2144,12,-0.48139,1,1,3,54
15,41020,2144,12,-0.46204,2,1,4,37
20,9045,2144,12,-0.59363,1,1,5,41
9,2841,2144,12,-1.3772,1,1,1,36
22,36262,2144,12,0.04223,1,1,4,39
32,1495,2144,12,0.25242,1,1,5,51
25,37156,2144,12,0.38668,1,1,4,47
34,12760,2876,12,1.71011,1,1,3,50
16,21801,2876,12,-0.95106,4,2,3,44
17,19827,2876,12,-0.65963,5,1,3,40
28,19498,2876,12,0.48053,4,3,2,59
15,44486,2876,12,-0.89133,2,3,2,43
29,42815,2876,12,0.28427,2,1,3,49
26,39487,2876,12,0.59458,1,1,2,53
29,35703,2876,12,0.63274,1,1,3,50
15,22126,2876,12,-0.64613,3,3,2,43
22,13554,2876,12,-0.47331,1,1,3,49
29,38839,2876,12,0.28427,1,1,3,50
20,44965,2876,12,-0.49036,3,1,2,50
9,5716,673,12,-0.94791,4,1,2,31
17,29160,673,12,0.31305,2,3,3,50
15,27919,673,12,-0.16926,1,1,2,46
20,26659,673,12,0.52098,1,1,1,46
11,35202,673,12,-1.24876,2,1,2,34
8,1388,673,12,-1.08039,4,2,3,36
9,43097,673,12,-0.83923,3,3,2,38
25,40153,673,12,0.41182,1,1,3,48
12,32087,673,12,-0.69511,1,1,3,45
24,33516,673,12,1.00062,1,1,3,54
22,9887,673,12,0.83622,2,3,1,53
18,27933,673,12,-0.39604,2,3,2,45
28,7953,1012,12,1.46944,1,1,4,45
19,30440,1012,12,-0.58147,1,1,4,28
25,17181,1012,12,0.40912,1,1,4,46
14,9457,1012,12,-0.24335,1,1,1,34
24,16096,1012,12,0.88383,1,1,4,43
22,35901,1012,12,0.34583,1,1,2,34
26,22258,1012,12,0.37723,1,1,4,38
12,16799,1012,12,-0.50289,1,1,4,30
10,26477,1012,12,-0.40045,1,1,2,31
13,3158,1012,12,-0.69915,1,1,2,30
9,26997,1012,12,-1.35477,1,1,2,33
14,28433,1012,12,-1.48907,1,1,2,28
27,17690,3022,12,-0.25102,1,1,3,45
22,37457,3022,12,-0.24513,1,1,1,44
13,12345,3022,12,-1.23712,2,1,2,38
9,6941,3022,12,-1.32422,1,1,3,38
11,12975,3022,12,-1.09251,4,5,1,39
13,22624,3022,12,-0.34257,3,1,2,43
16,21232,3022,12,-0.7894,1,1,2,29
21,27176,3022,12,-0.38032,1,1,2,41
7,18943,3022,12,-1.26315,4,3,1,29
10,12464,3022,12,-1.3561,1,1,1,37
21,25500,3022,12,0.38854,2,3,1,49
24,10822,3022,12,0.2542,1,1,2,50
25,21236,2335,12,-0.53842,1,1,3,50
15,32922,2335,12,-0.6237,1,1,4,43
14,26535,2335,12,-0.8954,1,1,3,45
18,7319,2335,12,-0.66908,1,1,3,40
25,19853,2335,12,-0.16211,1,3,2,47
12,31540,2335,12,-0.6313,1,3,3,43
7,39382,2335,12,-1.61702,1,1,3,33
6,25595,2335,12,-1.44591,5,3,4,33
16,11229,2335,12,-0.57746,4,1,4,35
23,30520,2335,12,-0.34083,4,1,3,40
10,32740,2335,12,-1.4145,2,1,3,20
3,30009,2335,12,-1.62058,2,5,4,36
24,47461,1703,12,-0.2416,1,1,4,39
8,38721,1703,12,-1.56808,1,1,4,33
33,19172,1703,12,1.96206,1,1,3,57
28,7210,1703,12,1.22965,1,1,2,61
28,21977,1703,12,1.38861,2,3,4,50
36,5846,1703,12,1.03374,1,1,4,49
17,6811,1703,12,-0.17735,1,1,4,41
21,30674,1703,12,-0.35788,1,1,4,45
25,43434,1703,12,0.87167,1,1,4,47
43,47002,1703,12,2.15331,2,2,4,62
35,43343,1703,12,1.70066,1,1,2,54
11,23781,1703,12,-0.39018,1,1,4,40
30,29733,308,12,0.21913,1,1,1,48
15,19968,308,12,-0.3812,1,1,2,40
34,34749,308,12,0.80203,2,1,2,46
17,5812,308,12,-1.04135,1,1,3,38
29,4046,308,12,0.1756,1,1,2,38
19,3144,308,12,-0.233,1,1,2,37
19,7422,308,12,-0.18002,1,1,3,38
15,5271,308,12,-0.89674,1,1,2,37
9,265,308,12,-1.46344,1,1,3,32
30,44991,308,12,-0.05662,1,1,3,46
24,2284,308,12,-0.69874,1,1,3,46
26,47441,308,12,-0.05747,1,1,3,43
21,11553,2031,12,-0.03185,1,1,1,39
18,44017,2031,12,0.00541,2,1,3,44
9,12981,2031,12,-0.67216,1,1,1,42
27,45458,2031,12,1.50403,1,1,1,47
5,12894,2031,12,-1.2775,2,1,1,23
10,16843,2031,12,-1.03549,1,1,2,44
8,1767,2031,12,-1.04984,2,1,2,29
18,14232,2031,12,-0.17598,2,1,1,47
5,38631,2031,12,-1.49214,2,1,1,19
14,35958,2031,12,-0.73104,1,1,3,31
21,16473,2031,12,-0.13512,2,3,2,41
31,35111,2031,12,1.35134,1,1,3,47
10,46857,1664,12,-0.62863,1,1,3,33
21,39186,1664,12,0.45584,1,1,2,51
20,9983,1664,12,-0.01699,1,1,3,45
32,11613,1664,12,0.53437,1,1,2,59
11,42383,1664,12,-0.68295,2,1,2,37
31,2143,1664,12,1.14019,1,1,2,46
33,22480,1664,12,2.1651,1,1,2,59
32,14424,1664,12,0.84067,1,1,1,55
24,14740,1664,12,-0.45084,1,1,2,46
28,29651,1664,12,0.54163,1,1,2,54
9,47052,1664,12,-1.3772,1,1,1,34
34,22174,1664,12,1.40111,1,1,1,53
24,12288,1264,12,0.17337,1,1,3,49
18,36868,1264,12,-0.69151,1,1,1,43
20,33058,1264,12,-0.01969,1,1,3,40
11,33238,1264,12,-0.63267,1,1,4,36
11,41909,1264,12,-0.46018,1,1,2,39
14,3221,1264,12,-0.56396,1,1,2,44
22,11523,1264,12,-0.05562,1,1,3,47
26,17991,1264,12,0.83978,1,1,3,58
22,1022,1264,12,-0.00264,1,1,3,51
27,22719,1264,12,0.40374,1,1,3,54
12,27069,1264,12,-0.96545,2,2,5,31
21,2917,1264,12,0.19091,1,1,3,46
6,44406,2481,12,-1.66055,5,1,5,25
20,25832,2481,12,-0.89181,4,1,5,48
12,4663,2481,12,-1.0633,1,2,5,40
20,43589,2481,12,-0.67716,1,1,5,49
21,11232,2481,12,0.15765,1,1,5,52
20,17382,2481,12,-0.59092,1,1,3,36
21,24045,2481,12,0.10467,1,2,1,50
26,14254,2481,12,0.37453,1,1,1,52
23,42511,2481,12,-0.13779,1,1,5,48
13,3658,2481,12,-0.93352,1,1,4,37
10,46221,2481,12,-1.38124,3,2,5,33
13,32434,2481,12,-1.53801,2,4,3,26
28,30562,1599,12,1.27452,1,1,1,47
21,46350,1599,12,0.24119,1,1,3,44
27,30425,1599,12,1.18342,1,1,3,45
26,7672,1599,12,0.92873,1,1,3,50
24,38694,1599,12,1.29339,2,1,3,39
20,29003,1599,12,0.50667,3,1,1,41
31,15853,1599,12,2.33214,1,1,3,53
27,39430,1599,12,1.15557,1,1,2,47
26,41801,1599,12,1.12365,2,1,2,43
31,10271,1599,12,2.11208,1,1,2,60
25,5160,1599,12,1.27774,1,1,3,48
27,40816,1599,12,1.9136,3,1,3,47
27,46337,227,12,0.58242,2,2,2,39
23,1618,227,12,0.95168,1,1,2,40
27,16037,227,12,0.83303,1,1,1,50
24,14523,227,12,-0.04127,2,4,2,46
28,32656,227,12,0.18235,1,1,1,45
9,1246,227,12,-0.89222,1,1,5,25
28,914,227,12,0.92606,1,1,1,44
20,1750,227,12,-0.01158,1,1,3,42
25,47329,227,12,0.97144,1,1,2,41
18,14697,227,12,-0.26222,1,1,2,32
14,40623,227,12,-0.53341,1,1,2,36
26,5749,227,12,0.89277,1,2,2,41
35,18283,1317,12,2.26028,1,1,1,52
24,16851,1317,12,-0.42299,1,1,1,50
23,43456,1317,12,-0.05696,1,1,3,47
22,46813,1317,12,0.37367,1,1,3,50
25,44957,1317,12,0.69299,1,1,3,49
12,11378,1317,12,-0.34743,1,1,1,42
24,10429,1317,12,-0.31161,1,1,1,43
22,40187,1317,12,-0.32055,1,1,2,39
25,40225,1317,12,-0.00665,1,1,3,42
27,30657,1317,12,0.86629,1,1,1,47
13,15410,1317,12,-0.17008,1,1,1,39
25,28853,1317,12,-0.06775,1,1,3,42
39,41099,246,12,2.94645,1,1,3,64
30,31998,246,12,2.03799,4,5,3,42
26,45788,246,12,0.32966,1,1,3,45
28,7270,246,12,1.65624,1,1,3,54
26,41664,246,12,1.36885,1,1,3,47
30,44480,246,12,2.33888,1,1,3,46
24,40739,246,12,1.06173,1,1,3,48
29,31617,246,12,1.05042,1,1,1,48
27,45483,246,12,1.58486,1,1,3,51
38,41588,246,12,2.56336,1,3,3,54
34,17737,246,12,2.20592,1,1,3,50
23,33794,246,12,0.48642,1,1,3,46
11,9265,877,12,-1.11495,2,1,3,37
19,36642,877,12,-0.26085,2,1,5,35
12,42600,877,12,-0.79837,3,1,3,19
34,14219,877,12,0.80203,1,1,3,49
21,41080,877,12,-0.46385,1,1,5,40
8,35914,877,12,-1.32017,2,2,5,24
17,23621,877,12,-0.90482,1,1,5,41
29,43739,877,12,0.20886,1,1,3,49
18,10322,877,12,-0.82262,2,1,3,28
23,13561,877,12,-0.50519,1,1,5,43
10,14189,877,12,-1.71539,2,3,3,29
24,36769,877,12,-0.28647,2,1,3,38
7,3927,2608,12,-1.39967,1,1,4,39
24,30046,2608,12,-0.25863,1,1,3,50
6,25789,2608,12,-1.14772,1,1,4,36
5,32479,2608,12,-1.24695,1,1,5,41
2,13641,2608,12,-1.64168,1,1,1,37
25,13138,2608,12,0.72083,1,1,3,53
9,36178,2608,12,-1.35477,1,1,3,46
19,3548,2608,12,-0.31384,1,1,5,48
7,24017,2608,12,-1.80653,1,1,4,41
8,35783,2608,12,-1.26719,1,1,5,45
0,21574,2608,12,-2.50842,4,4,5,0
5,790,2608,12,-1.74817,1,1,3,31
28,45559,1675,12,0.82629,1,1,4,44
24,33636,1675,12,0.41587,1,1,3,43
27,26423,1675,12,1.53458,1,1,5,50
19,28509,1675,12,0.03733,1,1,3,25
26,29276,1675,12,0.53889,1,1,2,47
27,36266,1675,12,1.27315,1,1,4,43
27,37116,1675,12,1.03066,3,5,4,43
12,20983,1675,12,-0.79837,3,2,4,31
18,13171,1675,12,-0.71936,3,2,4,43
23,10825,1675,12,0.94627,1,1,4,41
27,2581,1675,12,0.63812,1,1,3,47
27,18544,1675,12,0.6911,1,1,4,24
27,15947,2121,12,-0.22047,3,4,2,37
38,31520,2121,12,1.41008,1,1,2,54
22,36268,2121,12,-0.41491,2,1,4,44
16,36634,2121,12,-0.02055,5,1,3,37
25,44369,2121,12,0.57619,1,1,1,49
29,25728,2121,12,0.55191,1,1,2,49
32,44627,2121,12,0.6674,3,1,2,45
18,22884,2121,12,-0.66908,2,1,2,42
26,11209,2121,12,-0.00449,1,1,3,49
16,21860,2121,12,-0.54691,1,1,2,42
19,26517,2121,12,-0.67042,3,1,1,37
30,44980,2121,12,0.70953,1,1,2,43
27,39332,2507,12,0.94171,1,1,1,45
6,30467,2507,12,-0.96363,5,5,3,12
17,2731,2507,12,-0.68747,2,1,3,32
25,12920,2507,12,0.03552,1,3,2,40
15,40942,2507,12,-0.00219,1,1,2,37
17,41496,2507,12,-0.52581,2,1,1,43
21,5492,2507,12,-0.60849,1,1,4,47
23,16858,2507,12,0.39747,1,1,1,37
31,47404,2507,12,0.32647,1,1,3,41
11,34857,2507,12,-1.10334,5,2,2,26
29,40099,2507,12,0.30941,2,1,1,35
28,42217,2507,12,0.53622,1,1,1,42
21,16101,1674,12,-0.25191,2,3,3,41
42,16480,1674,12,2.56962,1,1,2,50
21,8367,1674,12,-0.41357,2,1,2,40
11,7812,1674,12,-1.47153,5,1,3,29
18,21008,1674,12,-0.66367,1,1,1,36
36,45625,1674,12,0.73826,4,1,3,57
34,31062,1674,12,0.8469,1,2,2,52
23,21196,1674,12,0.46399,5,3,3,43
31,22603,1674,12,0.82498,4,1,4,44
26,4564,1674,12,-0.3835,2,1,2,41
33,40812,1674,12,0.89503,1,2,1,51
15,37778,1674,12,-0.65154,1,1,4,30
3,38897,1904,12,-1.29455,2,1,3,38
16,1350,1904,12,-0.6053,1,1,4,48
15,44624,1904,12,-0.65425,2,1,5,45
3,23881,1904,12,-1.86307,2,1,3,26
16,18887,1904,12,-1.14598,1,1,4,39
8,46383,1904,12,-1.43426,2,1,1,33
16,44020,1904,12,0.04675,2,1,5,44
25,1240,1904,12,-0.1594,1,1,4,54
27,17980,1904,12,0.18368,1,1,4,49
3,22866,1904,12,-1.26941,3,1,4,33
20,6273,1904,12,-0.04754,1,1,4,46
2,2587,1904,12,-2.16263,1,1,5,12
21,14122,2586,12,-0.21324,1,1,4,47
28,14131,2586,12,-0.03771,2,5,3,45
13,33067,2586,12,-0.90838,5,5,4,33
20,10575,2586,12,-0.37357,3,1,4,38
21,21308,2586,12,0.26092,3,4,2,41
24,45066,2586,12,0.39614,1,3,5,50
27,27526,2586,12,1.14745,1,1,4,53
22,33129,2586,12,-0.00805,4,5,1,31
7,5038,2586,12,-1.17961,4,1,5,35
10,10999,2586,12,-1.22229,4,4,2,40
24,31215,2586,12,1.1704,2,2,3,46
14,8261,2586,12,0.05754,1,1,5,45
2,19342,1641,12,0,1,1,5,33
17,13380,1641,12,-1.37279,1,1,3,56
6,15145,1641,12,-1.88602,1,1,3,17
19,20293,1641,12,-1.13838,1,1,5,38
14,30535,1641,12,-0.6475,1,1,5,45
16,8860,1641,12,-1.39118,1,1,3,46
24,34457,1641,12,-0.64576,1,1,5,56
16,23565,1641,12,-1.5861,1,1,5,58
6,31315,1641,12,-1.91116,1,1,5,42
18,40744,1641,12,0,1,1,3,51
24,10236,1641,12,-0.81283,1,1,5,56
4,43530,1641,12,-2.03419,1,1,3,36
12,20534,2174,12,-0.66726,3,3,1,42
31,8912,2174,12,0.85012,1,1,1,47
10,19664,2174,12,-1.01035,1,1,1,32
10,14210,2174,12,-0.87383,3,1,2,27
6,29243,2174,12,-1.86088,1,2,4,40
15,20922,2174,12,-0.21684,4,2,1,33
21,11709,2174,12,0.29147,1,1,2,47
4,1649,2174,12,-1.50163,1,1,5,27
11,26707,2174,12,-0.47101,2,3,1,46
6,26084,2174,12,-0.87739,1,1,2,22
25,8020,2174,12,0.4594,2,1,3,40
18,14408,2174,12,-0.0089,2,2,4,39
10,47282,1836,12,-1.43693,1,1,4,33
33,23404,1836,12,0.47734,1,1,5,52
4,17024,1836,12,-1.87523,1,1,3,15
24,5063,1836,12,-0.10508,1,1,2,50
27,5186,1836,12,-0.02826,1,1,1,52
7,14075,1836,12,-1.83979,1,1,4,45
23,6948,1836,12,-0.60846,1,1,1,47
26,4896,1836,12,0.16529,1,1,1,47
23,40870,1836,12,0.07956,1,1,2,45
8,6974,1836,12,-1.43156,1,1,1,28
17,1575,1836,12,-0.59852,1,1,2,44
25,47830,1836,12,-0.26808,1,1,3,48
35,860,3058,12,1.02076,1,1,2,51
40,18945,3058,12,1.36333,1,1,1,54
17,30970,3058,12,-0.68747,1,1,2,41
20,23822,3058,12,-0.35113,2,3,2,44
28,17311,3058,12,0.41401,2,2,3,48
19,19023,3058,12,-0.42522,3,1,1,38
33,23346,3058,12,0.23214,1,1,4,41
23,44769,3058,12,0.5951,3,1,2,38
25,32569,3058,12,0.33911,1,1,2,38
28,12476,3058,12,0.72573,1,1,2,41
23,16890,3058,12,-0.49708,2,3,3,34
11,15503,3058,12,-1.22633,2,1,2,39
29,19705,321,12,-0.70193,1,1,3,63
25,26905,321,12,-0.79173,1,1,5,57
29,27423,321,12,-0.11988,4,4,1,50
5,20050,321,12,-2.20801,1,1,5,26
5,46682,321,12,-2.23586,1,1,5,37
12,14738,321,12,-1.25822,1,1,5,45
18,11473,321,12,-1.10378,2,3,4,47
18,31043,321,12,-1.19003,1,1,5,49
7,16959,321,12,-1.89277,1,1,3,41
9,21812,321,12,-1.82002,1,1,5,36
13,35845,321,12,-1.78862,5,3,3,32
2,2702,321,12,-2.38269,1,1,5,44
8,29400,1055,12,-1.31747,4,5,3,33
16,38995,1055,12,-1.14327,3,1,5,25
24,2652,1055,12,-0.09967,1,1,4,40
26,43579,1055,12,-0.18858,1,1,3,42
4,9562,1055,12,-1.7333,4,4,4,32
14,1387,1055,12,-1.02651,3,1,4,40
19,36418,1055,12,-0.77909,1,1,2,42
14,37507,1055,12,-1.57531,1,1,3,32
26,43084,1055,12,-0.3835,1,1,3,45
10,22902,1055,12,-1.49533,1,1,3,46
19,43896,1055,12,-0.26085,1,1,4,49
34,29903,1055,12,0.94938,1,1,4,59
16,33353,2489,12,-0.65288,2,1,4,41
14,38546,2489,12,0,5,4,5,39
17,15536,2489,12,-0.23304,1,1,3,42
22,26540,2489,12,-0.51817,2,2,4,42
25,44706,2489,12,0.03281,2,3,4,44
16,10481,2489,12,-0.57205,1,1,4,41
33,20023,2489,12,0.34353,1,1,1,43
13,2387,2489,12,-0.82755,2,1,1,36
21,22319,2489,12,0.16848,2,2,1,45
28,17261,2489,12,0.67815,1,1,3,44
17,34486,2489,12,-0.25818,1,1,5,46
7,20679,2489,12,-1.48321,3,1,5,30
24,27988,2390,12,-0.23619,1,1,1,38
22,11315,2390,12,0.13659,1,1,1,39
8,44963,2390,12,-0.99685,1,1,1,42
8,34945,2390,12,-0.48132,1,1,5,33
15,11070,2390,12,-0.54016,1,1,3,40
17,29555,2390,12,-0.32548,1,1,2,34
17,31421,2390,12,-0.55907,1,1,1,49
24,26415,2390,12,0.00901,1,1,2,45
17,6781,2390,12,-0.80156,1,1,1,29
32,24197,2390,12,0.16077,1,1,1,43
13,19875,2390,12,-0.01383,1,1,2,42
24,27395,2390,12,-0.28918,1,1,2,49
23,34583,1195,12,-0.45221,1,1,3,61
7,44493,1195,12,0,5,1,5,34
14,19700,1195,12,-0.9511,4,3,4,49
30,19478,1195,12,-0.02336,1,1,4,53
15,5466,1195,12,-0.4369,1,1,1,43
15,12430,1195,12,-0.59856,1,1,5,41
28,25936,1195,12,0.44727,1,1,5,54
33,38682,1195,12,0.58602,1,1,4,48
20,6707,1195,12,-0.16433,1,1,4,46
20,27600,1195,12,-1.36248,2,1,5,45
22,45144,1195,12,-0.38977,1,1,5,50
10,42543,1195,12,-1.14146,4,1,4,27
13,42732,1645,12,-1.37094,1,1,1,42
23,41196,1645,12,-0.01209,1,1,1,41
26,2559,1645,12,0.40508,1,1,3,54
25,23468,1645,12,0,1,1,3,42
10,39353,1645,12,-1.22499,1,1,2,34
20,5306,1645,12,-0.83882,1,1,2,41
12,37686,1645,12,-0.52803,1,1,2,50
35,44025,1645,12,0.77015,1,1,2,58
14,7685,1645,12,-1.43879,1,1,1,24
32,7306,1645,12,1.00233,1,1,4,53
18,34356,1645,12,-0.83074,1,1,1,45
25,37278,1645,12,0.55917,1,1,3,48
28,25637,1000,12,1.65624,1,1,1,52
23,7573,1000,12,-0.19348,2,1,2,34
20,24052,1000,12,-0.86396,1,2,2,32
18,40767,1000,12,-0.3125,2,1,4,32
28,38061,1000,12,1.44159,1,2,3,54
33,9176,1000,12,1.94504,4,5,3,59
18,45355,1000,12,-0.24328,1,2,3,48
27,27083,1000,12,1.07823,1,2,2,49
20,16838,1000,12,-0.01969,1,1,2,49
41,15774,1000,12,2.68775,1,1,3,54
22,15132,1000,12,-0.16971,1,1,3,33
4,40123,1000,12,-1.78899,1,1,4,39
19,16774,1951,12,0.45772,1,1,2,35
23,20677,1951,12,0.82677,1,1,2,39
23,40224,1951,12,1.21931,1,3,1,38
19,28826,1951,12,0.1433,3,3,2,36
25,33031,1951,12,0.78813,3,3,2,35
12,26916,1951,12,-0.79837,3,1,1,36
18,24996,1951,12,0.01894,1,1,2,41
29,26246,1951,12,1.9001,2,1,4,45
14,41322,1951,12,-0.53341,1,1,2,34
14,24975,1951,12,0.08809,1,1,3,37
25,21426,1951,12,0.25016,1,1,2,46
18,30139,1951,12,-0.25681,1,1,2,43
21,4605,345,12,0.0571,3,1,3,41
28,26366,345,12,1.58082,1,1,1,50
24,1181,345,12,1.09848,1,1,1,49
25,44302,345,12,0.62377,2,2,1,39
28,29417,345,12,1.0185,2,1,1,43
20,41369,345,12,-0.50468,1,1,1,51
25,21191,345,12,1.84356,1,1,1,51
27,5780,345,12,1.28668,1,2,1,38
21,15749,345,12,0.59777,1,1,1,44
26,10948,345,12,1.73084,1,1,1,51
29,46919,345,12,2.01419,1,1,1,52
20,36902,345,12,1.18928,1,1,1,41
18,45341,1885,12,-0.3709,1,1,2,48
5,25141,1885,12,-1.77331,1,1,4,11
0,15790,1885,12,-1.41624,1,1,4,24
14,1878,1885,12,-0.53612,1,1,5,34
0,25367,1885,12,-2.39704,1,1,3,13
19,43723,1885,12,-0.62284,1,1,3,39
6,26216,1885,12,-1.80249,1,1,3,23
2,11263,1885,12,-1.67494,1,1,2,18
4,37257,1885,12,-1.18992,1,1,3,45
6,7067,1885,12,-0.96633,1,1,4,30
24,35953,1885,12,0.63051,1,1,2,37
29,43832,1885,12,0.54841,1,1,1,42
32,26623,1425,12,1.78201,1,1,4,58
25,2684,1425,12,0.97685,1,1,5,50
21,46460,1425,12,-0.67579,1,1,4,41
23,31162,1425,12,-0.66415,1,1,4,56
16,7139,1425,12,-0.8478,1,1,4,54
11,14277,1425,12,-0.98113,1,1,5,43
11,16097,1425,12,-0.79162,1,1,3,40
14,27843,1425,12,-1.15762,1,1,5,40
23,22448,1425,12,-0.78094,1,1,3,38
11,27538,1425,12,-1.09251,1,1,5,26
11,6548,1425,12,-1.36285,1,1,3,28
6,32640,1425,12,-1.47916,1,1,4,30
27,11608,1504,12,1.44564,2,1,3,44
27,6918,1504,12,1.44293,1,1,2,48
15,5998,1504,12,-0.62099,5,1,3,38
26,16860,1504,12,0.49673,2,1,2,43
23,39269,1504,12,0.07145,1,1,2,36
26,27586,1504,12,0.87304,2,2,3,39
28,34027,1504,12,1.34374,1,1,1,53
28,3230,1504,12,1.45242,1,1,4,50
27,44921,1504,12,1.2364,2,1,2,47
30,25242,1504,12,2.09098,1,1,2,47
27,11251,1504,12,0.58434,1,1,3,43
25,19652,1504,12,1.6846,3,1,2,27
16,18421,179,12,-0.87564,3,1,3,38
2,34141,179,12,-1.75847,5,4,5,11
18,24921,179,12,-0.7472,2,1,2,43
22,22284,179,12,-0.25866,1,1,5,42
7,12961,179,12,-1.50564,5,3,5,16
16,8334,179,12,-0.05651,1,1,5,40
38,36766,179,12,1.02836,2,3,1,57
36,17216,179,12,0.73285,1,1,4,45
36,19326,179,12,0.4571,2,2,3,46
30,1319,179,12,0.65654,1,1,5,49
14,17761,179,12,-0.86485,3,4,5,41
32,24775,179,12,0.26674,2,1,5,47
37,14511,1620,12,0.78179,1,1,1,52
21,15449,1620,12,-1.03779,1,1,1,34
25,6040,1620,12,0.11093,2,1,1,41
24,31004,1620,12,0.10066,1,1,3,47
20,7330,1620,12,-0.42926,3,1,2,38
18,47369,1620,12,-0.53256,2,1,2,50
20,46931,1620,12,0.00003,1,1,1,50
32,43873,1620,12,0.04938,3,1,3,41
33,16593,1620,12,1.28216,1,1,3,55
32,10123,1620,12,1.32565,1,1,1,50
22,33969,1620,12,0.72484,1,1,1,54
16,38191,1620,12,-0.79211,1,1,1,38
27,2521,2774,12,1.27586,1,1,4,60
27,34843,2774,12,1.12231,1,1,2,52
27,34151,2774,12,-0.27346,4,2,2,38
10,15333,2774,12,-1.06063,1,1,5,29
4,29999,2774,12,-1.0534,2,3,2,35
8,14972,2774,12,-1.40642,3,2,5,31
26,17522,2774,12,0.41319,1,1,5,50
24,28034,2774,12,0.58565,1,1,5,44
26,39825,2774,12,0.13474,3,1,4,47
24,19050,2774,12,-0.59277,5,1,5,52
15,9067,2774,12,-1.16708,4,1,5,33
